hour,day_of_week,is_weekend,is_rural,is_peak,distance_km,rain_factor,crowd_level,delay_minutes,eta_minutes
15,1,0,1,1,6.32,0.25,HIGH,16.3,14.7
7,5,1,1,1,2.57,0.19,HIGH,15.7,5.6
12,2,0,1,0,4.24,0.23,LOW,2.9,5.6
20,5,1,1,0,2.84,0.57,LOW,5.9,6.5
0,1,0,1,0,7.41,0.31,LOW,3.0,12.5
15,1,0,0,1,4.52,0.42,HIGH,12.3,11.6
6,5,1,1,0,5.72,0.16,LOW,1.6,6.5
4,2,0,0,0,1.13,0.05,LOW,5.8,0.6
21,5,1,0,0,0.8,0.5,LOW,5.0,0.5
22,5,1,1,0,2.44,0.18,LOW,6.0,2.7
2,0,0,1,0,2.82,0.05,LOW,4.4,4.9
11,2,0,1,0,5.66,0.3,MEDIUM,7.0,9.3
15,0,0,1,1,4.77,0.53,HIGH,17.3,12.2
18,4,0,1,1,3.31,0.29,MEDIUM,16.4,9.5
4,6,1,0,0,5.41,0.44,LOW,5.8,7.3
21,5,1,1,0,1.73,0.13,LOW,1.3,1.7
13,4,0,1,0,0.98,0.34,LOW,5.2,0.5
4,2,0,1,0,6.91,0.49,LOW,5.3,9.6
14,5,1,1,1,4.73,0.19,HIGH,18.5,10.5
16,6,1,0,1,5.37,0.4,MEDIUM,16.3,12.9
13,4,0,1,0,2.8,0.26,LOW,8.2,6.3
19,3,0,1,1,3.29,0.39,MEDIUM,13.7,9.4
4,1,0,1,0,1.12,0.39,MEDIUM,6.7,2.7
11,5,1,0,0,6.93,0.41,LOW,4.8,9.5
15,6,1,1,1,4.94,0.53,HIGH,16.8,16.0
15,1,0,0,1,1.13,0.12,HIGH,14.7,2.8
20,0,0,1,0,6.53,0.18,LOW,2.0,11.6
6,4,0,1,0,3.83,0.25,LOW,4.9,7.9
3,0,0,1,0,6.24,0.44,LOW,3.7,12.0
0,6,1,1,0,0.59,0.24,LOW,0.0,3.1
4,5,1,1,0,0.72,0.19,LOW,1.1,0.8
22,1,0,1,0,1.78,0.25,LOW,0.0,0.5
9,1,0,1,1,2.08,0.32,HIGH,16.1,9.1
21,4,0,1,0,6.23,0.12,LOW,1.2,9.3
4,5,1,1,0,5.8,0.26,LOW,6.9,11.3
3,3,0,1,0,5.12,0.34,LOW,6.2,9.4
1,3,0,0,0,7.14,0.21,LOW,2.4,9.2
19,4,0,1,1,2.35,0.43,HIGH,15.5,6.3
9,5,1,1,1,7.28,0.18,HIGH,14.9,20.7
18,4,0,1,1,7.32,0.39,HIGH,16.6,20.0
0,5,1,0,0,3.76,0.2,LOW,6.6,7.7
23,6,1,0,0,1.21,0.22,LOW,3.2,1.8
4,6,1,1,0,5.95,0.48,LOW,6.1,9.9
12,0,0,1,0,3.03,0.14,LOW,2.7,6.0
3,4,0,0,0,6.46,0.34,LOW,6.2,9.3
15,5,1,0,1,1.73,0.34,MEDIUM,14.5,6.0
23,3,0,1,0,4.55,0.1,MEDIUM,6.0,7.0
15,5,1,0,1,4.31,0.17,HIGH,13.9,7.8
22,6,1,1,0,1.25,0.2,LOW,0.0,1.7
1,5,1,0,0,3.22,0.25,LOW,1.4,2.4
16,4,0,1,1,1.14,0.17,HIGH,16.5,0.9
19,0,0,1,1,3.99,0.16,HIGH,16.4,8.2
23,0,0,1,0,6.82,0.25,LOW,3.9,10.3
11,0,0,0,0,2.53,0.35,LOW,7.0,2.4
17,0,0,0,1,6.24,0.22,HIGH,15.3,12.8
2,6,1,1,0,1.88,0.23,LOW,3.0,3.4
0,2,0,1,0,5.55,0.23,LOW,1.3,10.4
0,4,0,1,0,7.37,0.3,LOW,5.6,11.2
18,1,0,1,1,2.93,0.24,HIGH,15.2,8.9
10,4,0,1,1,7.25,0.11,HIGH,11.4,16.5
4,2,0,1,0,4.29,0.1,LOW,4.1,6.9
11,0,0,0,0,2.88,0.39,LOW,6.2,3.9
2,2,0,1,0,7.22,0.06,MEDIUM,2.0,12.3
0,3,0,1,0,0.74,0.07,LOW,3.1,1.5
0,3,0,1,0,0.71,0.47,LOW,6.5,0.7
7,6,1,1,1,5.0,0.12,MEDIUM,18.6,11.3
9,4,0,0,1,6.48,0.23,HIGH,13.6,18.2
10,4,0,1,1,6.14,0.13,MEDIUM,12.8,12.2
11,1,0,1,0,1.1,0.16,LOW,6.9,2.0
12,6,1,1,0,7.63,0.06,LOW,6.8,11.1
11,1,0,1,0,5.77,0.22,LOW,5.2,7.3
13,3,0,1,0,7.62,0.5,LOW,8.3,11.4
1,0,0,1,0,2.97,0.09,LOW,1.1,4.9
18,2,0,1,1,5.7,0.29,MEDIUM,16.8,13.4
17,1,0,1,1,6.95,0.3,HIGH,18.5,28.0
2,5,1,1,0,3.35,0.38,LOW,5.8,6.2
22,1,0,1,0,7.74,0.14,LOW,2.3,12.4
16,0,0,1,1,2.49,0.3,HIGH,14.8,6.0
7,0,0,1,1,2.87,0.33,HIGH,17.6,6.0
9,4,0,0,1,7.4,0.43,HIGH,15.1,13.1
1,2,0,1,0,7.77,0.3,LOW,2.5,10.1
18,0,0,1,1,2.64,0.32,MEDIUM,15.8,7.3
8,6,1,1,1,1.52,0.17,HIGH,20.7,4.4
6,1,0,1,0,6.19,0.06,MEDIUM,4.7,11.0
3,1,0,1,0,7.47,0.35,LOW,4.6,12.1
20,3,0,0,0,5.01,0.09,LOW,5.5,3.7
17,0,0,1,1,5.26,0.28,HIGH,18.2,21.9
12,5,1,1,0,6.22,0.14,LOW,4.3,10.7
10,4,0,1,1,1.65,0.52,HIGH,18.6,2.9
23,2,0,0,0,7.8,0.42,LOW,4.2,9.9
3,5,1,1,0,3.23,0.3,LOW,6.7,6.1
20,4,0,1,0,5.21,0.05,LOW,1.7,7.9
3,1,0,0,0,4.01,0.15,LOW,5.6,7.7
9,5,1,0,1,4.01,0.29,MEDIUM,14.6,9.4
4,4,0,0,0,5.77,0.07,LOW,2.3,9.8
8,1,0,1,1,7.96,0.16,HIGH,12.6,22.6
23,1,0,1,0,5.44,0.11,LOW,5.1,8.3
2,1,0,1,0,6.46,0.02,LOW,4.7,7.3
16,1,0,1,1,0.71,0.22,HIGH,17.2,0.5
2,6,1,1,0,6.58,0.2,LOW,1.3,11.4
15,1,0,0,1,2.75,0.34,HIGH,13.6,5.4
3,3,0,0,0,1.45,0.35,LOW,8.6,3.6
17,5,1,1,1,1.35,0.33,HIGH,20.3,4.4
16,4,0,1,1,5.6,0.14,MEDIUM,18.3,17.1
6,3,0,1,0,7.98,0.23,LOW,5.6,11.6
23,6,1,0,0,5.5,0.29,LOW,5.7,9.1
22,3,0,1,0,2.47,0.38,LOW,4.3,3.0
4,0,0,0,0,2.02,0.24,LOW,7.8,3.7
11,0,0,1,0,4.44,0.15,LOW,4.3,5.9
16,0,0,1,1,0.99,0.31,MEDIUM,19.2,2.5
22,2,0,0,0,3.49,0.31,LOW,4.3,5.7
12,0,0,1,0,5.5,0.16,LOW,5.2,7.6
22,4,0,1,0,7.76,0.32,LOW,4.7,13.1
2,3,0,0,0,3.69,0.1,LOW,0.6,4.9
8,4,0,1,1,2.0,0.06,HIGH,13.8,7.1
16,5,1,1,1,6.63,0.28,HIGH,15.9,17.2
16,0,0,1,1,6.08,0.44,HIGH,20.7,18.5
19,6,1,1,1,6.95,0.26,HIGH,14.3,19.1
15,2,0,0,1,2.11,0.18,HIGH,10.1,3.2
21,5,1,0,0,3.54,0.36,LOW,3.7,6.5
12,6,1,0,0,7.86,0.5,LOW,8.4,13.8
18,2,0,1,1,1.69,0.69,HIGH,18.8,3.4
16,5,1,1,1,5.54,0.57,HIGH,18.2,20.6
3,3,0,1,0,2.28,0.37,LOW,6.9,2.7
11,4,0,0,0,4.25,0.26,LOW,7.9,5.0
8,1,0,1,1,6.5,0.17,HIGH,20.0,15.1
18,4,0,1,1,4.16,0.21,MEDIUM,19.4,6.8
11,0,0,0,0,6.54,0.34,LOW,4.7,10.2
8,6,1,1,1,3.7,0.54,MEDIUM,17.5,13.2
6,1,0,1,0,8.0,0.54,LOW,5.9,13.7
13,2,0,1,0,3.77,0.2,LOW,0.8,4.5
19,3,0,0,1,1.62,0.27,MEDIUM,9.8,3.9
18,3,0,1,1,3.51,0.47,MEDIUM,19.1,10.4
14,2,0,0,1,6.07,0.37,HIGH,10.2,12.7
15,0,0,1,1,6.86,0.09,HIGH,13.5,16.5
20,2,0,0,0,3.95,0.32,LOW,5.3,5.6
4,5,1,1,0,4.96,0.08,MEDIUM,1.4,7.3
2,6,1,1,0,6.84,0.24,LOW,3.3,11.4
11,6,1,0,0,6.6,0.26,LOW,3.5,10.3
19,0,0,0,1,5.43,0.12,HIGH,6.9,13.5
20,1,0,1,0,6.61,0.37,LOW,5.1,10.3
3,2,0,0,0,4.82,0.43,LOW,4.9,5.8
20,0,0,0,0,0.53,0.29,LOW,4.3,2.3
22,6,1,1,0,0.81,0.07,LOW,0.6,0.7
15,1,0,1,1,7.85,0.3,HIGH,15.1,24.3
6,2,0,0,0,1.59,0.24,LOW,3.5,2.9
12,3,0,1,0,3.53,0.45,LOW,3.5,5.7
20,2,0,1,0,7.5,0.43,LOW,4.5,13.2
9,4,0,0,1,1.96,0.41,HIGH,18.4,3.3
6,2,0,1,0,6.83,0.1,LOW,4.2,11.5
13,4,0,1,0,6.64,0.1,LOW,2.7,8.6
4,1,0,0,0,7.9,0.07,LOW,3.2,12.2
2,2,0,1,0,2.61,0.03,LOW,5.6,3.0
22,1,0,0,0,2.86,0.39,LOW,4.1,3.9
10,1,0,0,1,7.27,0.15,MEDIUM,12.4,17.7
10,6,1,1,1,2.26,0.28,HIGH,19.3,7.2
17,0,0,1,1,4.61,0.2,MEDIUM,16.1,11.6
14,1,0,1,1,5.81,0.1,HIGH,15.1,11.7
11,1,0,1,0,2.54,0.32,MEDIUM,7.9,4.9
8,6,1,1,1,7.54,0.36,HIGH,19.2,21.4
9,6,1,1,1,5.49,0.49,MEDIUM,19.0,14.3
11,2,0,1,0,0.85,0.12,MEDIUM,3.5,1.4
16,6,1,1,1,1.52,0.26,HIGH,14.2,3.8
5,2,0,1,0,1.93,0.08,LOW,7.6,3.7
6,3,0,1,0,2.34,0.09,LOW,5.7,2.1
13,6,1,1,0,5.98,0.17,LOW,3.8,9.4
12,0,0,1,0,1.17,0.16,LOW,6.3,2.7
7,1,0,1,1,3.13,0.26,HIGH,18.6,5.2
9,0,0,1,1,7.34,0.15,HIGH,14.7,23.5
8,4,0,1,1,4.68,0.36,MEDIUM,16.6,14.0
17,6,1,0,1,2.49,0.16,HIGH,13.5,3.1
1,1,0,1,0,7.68,0.32,LOW,3.2,12.0
4,0,0,1,0,2.33,0.3,LOW,6.2,3.1
4,6,1,1,0,7.29,0.4,LOW,4.9,10.7
5,6,1,1,0,5.94,0.2,LOW,2.7,7.5
18,3,0,1,1,6.05,0.44,HIGH,15.8,14.8
7,3,0,0,1,6.24,0.26,HIGH,12.1,14.6
15,1,0,1,1,4.3,0.19,HIGH,16.8,11.4
12,4,0,0,0,6.61,0.28,LOW,3.5,8.2
0,3,0,1,0,6.77,0.17,LOW,3.3,9.7
21,3,0,1,0,3.2,0.19,LOW,4.5,7.1
19,4,0,1,1,3.5,0.46,HIGH,23.6,8.8
16,0,0,1,1,7.17,0.4,HIGH,18.1,20.3
6,3,0,1,0,4.44,0.21,LOW,5.1,5.1
12,2,0,1,0,7.0,0.28,MEDIUM,4.6,10.3
3,5,1,1,0,5.2,0.32,LOW,9.1,8.9
3,5,1,1,0,4.95,0.31,LOW,0.9,9.2
5,3,0,1,0,0.73,0.39,LOW,3.2,2.0
18,0,0,1,1,2.58,0.31,HIGH,15.2,7.8
11,6,1,1,0,4.27,0.12,LOW,5.5,7.5
21,0,0,1,0,4.9,0.05,MEDIUM,2.4,6.8
6,1,0,0,0,5.23,0.14,LOW,5.4,8.1
9,2,0,1,1,5.87,0.1,HIGH,10.5,15.5
18,0,0,1,1,5.42,0.2,HIGH,16.8,13.6
6,4,0,1,0,6.86,0.17,LOW,1.6,9.2
2,2,0,0,0,2.72,0.54,LOW,8.0,4.2
12,5,1,1,0,5.31,0.44,LOW,3.5,6.2
12,2,0,1,0,0.88,0.45,LOW,4.1,0.7
17,4,0,1,1,4.1,0.21,HIGH,13.5,10.7
19,3,0,1,1,2.51,0.24,MEDIUM,14.2,8.7
7,4,0,1,1,3.36,0.44,HIGH,17.6,11.7
8,4,0,1,1,3.16,0.28,HIGH,15.9,10.7
6,3,0,0,0,0.95,0.15,LOW,2.4,0.5
0,3,0,1,0,4.0,0.1,LOW,0.4,6.0
2,3,0,1,0,7.96,0.04,LOW,1.7,9.8
12,3,0,1,0,2.74,0.26,LOW,6.7,4.4
16,3,0,1,1,6.02,0.26,HIGH,16.9,19.0
23,4,0,1,0,4.61,0.27,LOW,5.4,7.5
0,1,0,1,0,2.94,0.06,LOW,6.1,6.2
5,1,0,1,0,1.17,0.36,LOW,6.9,1.2
20,0,0,1,0,2.12,0.49,LOW,8.5,4.0
5,1,0,1,0,6.36,0.21,LOW,4.6,8.9
11,5,1,1,0,2.59,0.35,LOW,3.9,4.1
12,1,0,1,0,1.58,0.22,LOW,4.5,2.7
12,4,0,1,0,2.98,0.17,LOW,4.3,3.6
14,3,0,0,1,4.88,0.1,HIGH,7.6,9.5
20,3,0,1,0,5.78,0.07,LOW,2.7,9.0
15,6,1,1,1,3.41,0.07,HIGH,17.6,8.9
21,6,1,0,0,4.24,0.47,LOW,1.8,3.8
20,6,1,1,0,3.91,0.06,LOW,0.0,5.0
10,4,0,0,1,0.57,0.23,HIGH,10.3,0.5
4,5,1,1,0,3.47,0.3,LOW,3.6,4.0
3,1,0,1,0,4.9,0.34,LOW,4.7,8.5
2,4,0,1,0,4.77,0.19,LOW,7.9,5.7
18,0,0,0,1,6.12,0.25,MEDIUM,13.9,10.4
19,3,0,1,1,5.53,0.18,HIGH,16.6,18.1
17,6,1,0,1,2.58,0.45,MEDIUM,13.3,6.2
14,2,0,1,1,2.42,0.19,HIGH,16.0,6.6
8,0,0,0,1,3.98,0.22,HIGH,14.1,10.3
16,6,1,1,1,6.0,0.07,HIGH,17.8,13.1
13,5,1,1,0,1.2,0.18,LOW,2.6,1.3
14,0,0,0,1,7.61,0.08,HIGH,12.3,16.3
0,4,0,0,0,4.57,0.14,LOW,4.2,6.1
20,1,0,1,0,2.8,0.1,LOW,5.7,5.2
21,3,0,1,0,5.7,0.13,LOW,6.7,9.6
21,5,1,1,0,0.84,0.47,LOW,6.5,0.5
2,5,1,1,0,4.13,0.26,LOW,4.2,6.9
15,2,0,1,1,4.14,0.24,HIGH,13.3,13.1
22,0,0,1,0,1.71,0.54,LOW,4.0,2.7
10,2,0,1,1,6.78,0.28,HIGH,17.1,18.7
11,1,0,0,0,6.48,0.21,LOW,6.6,8.6
9,6,1,1,1,1.65,0.24,HIGH,19.8,4.9
15,1,0,1,1,3.23,0.35,HIGH,12.7,9.9
7,6,1,1,1,1.25,0.09,MEDIUM,14.6,4.4
5,2,0,1,0,6.86,0.17,LOW,4.5,10.3
11,3,0,1,0,2.92,0.26,LOW,6.3,4.3
23,1,0,1,0,3.79,0.13,LOW,3.0,5.0
20,2,0,1,0,2.93,0.47,LOW,5.2,3.8
7,0,0,0,1,2.83,0.15,HIGH,12.2,6.0
3,2,0,1,0,6.1,0.16,LOW,0.2,11.6
7,2,0,0,1,6.11,0.27,MEDIUM,11.9,15.2
17,4,0,0,1,4.38,0.19,MEDIUM,11.3,9.8
4,1,0,0,0,5.43,0.41,LOW,6.2,6.8
8,3,0,1,1,4.34,0.29,HIGH,17.6,13.1
3,3,0,1,0,0.71,0.36,LOW,3.9,0.5
21,4,0,1,0,1.0,0.34,LOW,5.0,1.4
16,6,1,1,1,3.38,0.63,HIGH,18.9,13.2
8,5,1,1,1,6.12,0.66,MEDIUM,18.4,18.1
0,6,1,1,0,7.35,0.2,LOW,6.2,11.9
20,3,0,1,0,0.72,0.1,LOW,3.2,3.6
19,2,0,1,1,3.26,0.6,HIGH,22.9,12.3
12,4,0,1,0,2.18,0.45,LOW,4.1,2.8
15,0,0,0,1,6.61,0.19,HIGH,13.7,14.1
12,1,0,1,0,6.84,0.3,LOW,7.0,13.1
13,1,0,1,0,2.05,0.56,LOW,4.1,5.0
2,1,0,1,0,5.83,0.17,LOW,5.0,10.5
5,2,0,0,0,5.99,0.52,LOW,8.9,10.1
17,0,0,1,1,1.83,0.07,MEDIUM,16.6,4.6
18,4,0,1,1,3.75,0.14,HIGH,11.3,8.4
4,4,0,1,0,5.15,0.52,LOW,7.8,7.2
14,1,0,1,1,0.7,0.26,HIGH,17.5,2.8
1,0,0,1,0,3.53,0.24,LOW,5.5,5.4
9,0,0,0,1,1.66,0.03,HIGH,10.7,1.0
23,0,0,0,0,4.56,0.44,LOW,3.7,7.0
17,3,0,0,1,6.82,0.3,HIGH,16.1,13.2
12,3,0,0,0,4.44,0.4,LOW,7.9,6.1
4,1,0,1,0,0.77,0.28,LOW,7.2,0.5
22,0,0,0,0,0.72,0.21,LOW,3.8,1.5
23,5,1,1,0,5.04,0.33,LOW,5.5,10.1
0,0,0,1,0,2.96,0.1,LOW,4.8,5.0
21,4,0,1,0,4.79,0.06,LOW,3.8,7.0
0,4,0,1,0,1.73,0.43,LOW,5.8,5.6
17,1,0,1,1,6.33,0.41,MEDIUM,19.1,16.4
14,5,1,1,1,6.96,0.28,HIGH,15.2,24.6
16,0,0,1,1,7.17,0.47,HIGH,20.9,19.2
10,6,1,0,1,2.78,0.37,HIGH,13.3,5.1
20,5,1,1,0,5.46,0.05,LOW,1.7,7.9
21,1,0,1,0,2.59,0.68,LOW,5.4,5.0
16,4,0,0,1,6.22,0.38,HIGH,9.9,13.9
12,6,1,1,0,1.4,0.43,LOW,6.7,2.9
0,4,0,0,0,6.22,0.31,LOW,3.3,10.4
1,3,0,1,0,3.8,0.51,LOW,6.3,6.5
8,1,0,0,1,6.92,0.18,HIGH,12.6,15.7
2,1,0,1,0,6.04,0.3,LOW,0.0,8.8
0,0,0,1,0,3.32,0.12,LOW,3.2,5.6
20,0,0,1,0,7.28,0.43,LOW,9.6,12.1
15,3,0,1,1,2.63,0.31,HIGH,18.2,9.1
22,6,1,0,0,7.75,0.28,LOW,5.2,12.6
5,2,0,1,0,6.25,0.21,LOW,3.5,9.7
16,5,1,1,1,7.93,0.32,MEDIUM,11.2,26.9
4,2,0,1,0,0.9,0.15,LOW,4.1,2.0
4,2,0,0,0,2.56,0.25,LOW,4.9,3.4
5,1,0,1,0,6.06,0.28,MEDIUM,2.7,10.0
2,5,1,0,0,7.42,0.35,LOW,3.3,9.3
20,1,0,1,0,0.72,0.15,LOW,2.8,0.6
22,5,1,1,0,0.5,0.37,LOW,5.7,1.8
4,4,0,1,0,2.42,0.22,LOW,1.0,3.0
20,1,0,0,0,6.9,0.31,LOW,1.0,9.4
4,1,0,0,0,6.25,0.42,LOW,6.9,10.8
9,1,0,1,1,3.05,0.48,HIGH,16.8,8.6
9,6,1,1,1,0.52,0.09,HIGH,18.0,2.4
18,3,0,0,1,4.66,0.25,HIGH,10.4,10.7
16,1,0,1,1,2.28,0.11,HIGH,15.3,3.2
20,0,0,1,0,6.09,0.1,LOW,5.8,10.3
13,0,0,1,0,3.85,0.02,LOW,5.5,6.4
8,5,1,1,1,5.59,0.45,HIGH,17.8,23.2
13,4,0,1,0,6.89,0.59,LOW,4.2,12.8
0,3,0,1,0,4.52,0.13,LOW,0.1,7.5
18,6,1,1,1,3.02,0.22,MEDIUM,16.1,8.0
12,5,1,0,0,6.27,0.2,LOW,6.0,7.2
12,0,0,1,0,2.49,0.51,LOW,4.5,4.7
3,3,0,0,0,7.19,0.29,LOW,6.2,9.6
0,3,0,1,0,1.04,0.14,LOW,0.6,2.4
16,4,0,1,1,6.77,0.1,HIGH,15.7,18.5
7,3,0,1,1,1.19,0.73,HIGH,21.0,1.9
1,1,0,0,0,0.92,0.28,LOW,6.6,2.1
7,3,0,1,1,3.22,0.44,HIGH,18.2,9.6
6,4,0,0,0,7.67,0.44,LOW,4.8,11.1
1,5,1,1,0,7.88,0.48,LOW,4.5,13.5
21,4,0,1,0,2.02,0.66,LOW,3.6,2.8
21,6,1,0,0,1.61,0.26,LOW,3.5,2.8
2,4,0,1,0,3.15,0.58,LOW,9.4,6.6
17,0,0,1,1,3.03,0.12,MEDIUM,15.3,8.6
11,1,0,0,0,6.2,0.79,LOW,7.9,10.4
0,0,0,1,0,3.83,0.23,LOW,4.9,5.8
21,5,1,1,0,6.35,0.17,LOW,3.3,11.4
11,2,0,0,0,6.12,0.35,LOW,6.8,8.7
4,5,1,1,0,4.84,0.3,LOW,5.1,7.4
16,1,0,0,1,6.75,0.04,MEDIUM,10.9,15.0
15,3,0,1,1,1.97,0.22,HIGH,14.9,5.0
14,4,0,0,1,1.71,0.56,HIGH,15.9,4.0
22,2,0,1,0,6.13,0.37,LOW,5.6,12.2
14,1,0,0,1,2.34,0.06,MEDIUM,11.4,2.8
4,0,0,1,0,0.52,0.63,LOW,6.7,0.9
20,4,0,1,0,7.34,0.39,LOW,6.2,12.0
13,5,1,1,0,5.17,0.18,LOW,2.1,8.5
1,0,0,1,0,3.84,0.3,MEDIUM,2.7,6.1
10,1,0,0,1,5.94,0.52,MEDIUM,14.9,16.1
18,1,0,0,1,3.0,0.34,MEDIUM,14.6,6.4
6,5,1,1,0,7.65,0.15,LOW,0.8,10.5
5,2,0,0,0,1.01,0.3,LOW,6.1,0.5
1,5,1,1,0,5.31,0.39,LOW,7.9,8.7
5,3,0,1,0,6.33,0.31,LOW,0.6,10.4
17,0,0,1,1,4.02,0.35,MEDIUM,15.7,9.3
1,2,0,1,0,6.16,0.4,LOW,5.5,10.9
17,4,0,1,1,7.45,0.02,LOW,20.0,18.6
14,6,1,0,1,6.08,0.41,HIGH,12.9,12.7
18,3,0,1,1,2.82,0.26,HIGH,15.8,7.7
1,2,0,1,0,4.71,0.2,LOW,4.8,7.6
19,6,1,1,1,7.34,0.3,HIGH,15.1,22.6
5,6,1,0,0,3.87,0.24,LOW,4.4,7.5
0,0,0,1,0,5.61,0.23,LOW,4.1,8.4
23,1,0,1,0,3.99,0.42,LOW,8.2,7.1
14,4,0,1,1,1.41,0.09,HIGH,15.5,6.1
22,5,1,0,0,0.94,0.53,LOW,10.9,2.0
9,0,0,1,1,7.64,0.31,HIGH,14.2,20.9
18,3,0,0,1,5.09,0.31,HIGH,12.5,10.6
16,6,1,1,1,1.28,0.15,HIGH,16.0,5.3
4,3,0,0,0,6.93,0.05,LOW,3.5,10.2
3,6,1,1,0,4.42,0.25,LOW,1.7,8.4
9,1,0,1,1,6.29,0.33,HIGH,17.6,22.5
23,1,0,1,0,1.45,0.35,LOW,1.7,1.6
16,4,0,1,1,7.3,0.44,HIGH,15.5,17.9
9,5,1,1,1,4.93,0.05,HIGH,13.8,10.8
16,4,0,0,1,6.04,0.39,HIGH,14.6,11.7
19,1,0,0,1,0.74,0.33,MEDIUM,14.3,0.8
23,1,0,0,0,2.86,0.45,MEDIUM,6.3,3.6
4,3,0,1,0,2.51,0.07,LOW,2.5,3.4
1,1,0,1,0,7.62,0.28,LOW,6.6,13.9
5,2,0,1,0,1.89,0.33,LOW,4.2,2.3
20,6,1,1,0,5.8,0.6,LOW,4.6,9.7
1,0,0,0,0,0.82,0.29,LOW,6.4,2.1
12,1,0,1,0,1.98,0.19,LOW,0.0,4.0
10,4,0,0,1,3.04,0.47,MEDIUM,13.8,7.2
10,5,1,1,1,6.46,0.06,MEDIUM,14.1,16.6
15,6,1,0,1,6.42,0.33,HIGH,14.2,11.9
10,6,1,1,1,7.64,0.4,HIGH,17.7,22.6
18,5,1,0,1,7.38,0.32,HIGH,12.7,17.3
14,5,1,1,1,1.11,0.3,HIGH,14.2,2.3
22,6,1,1,0,6.72,0.12,LOW,3.9,8.2
22,2,0,0,0,3.88,0.34,LOW,5.7,6.7
15,4,0,1,1,6.99,0.14,HIGH,15.1,16.2
10,2,0,1,1,1.17,0.36,MEDIUM,17.0,3.4
21,1,0,1,0,6.67,0.15,MEDIUM,5.3,10.4
15,0,0,1,1,1.7,0.21,HIGH,15.1,5.2
7,5,1,1,1,3.0,0.25,HIGH,13.6,8.3
3,4,0,1,0,0.72,0.64,MEDIUM,8.5,2.3
7,5,1,1,1,1.43,0.24,HIGH,17.4,2.1
3,2,0,1,0,3.84,0.2,LOW,5.6,5.6
23,3,0,1,0,6.64,0.26,LOW,3.3,10.6
2,1,0,1,0,6.3,0.17,LOW,4.0,12.1
2,0,0,0,0,2.26,0.39,LOW,5.9,4.6
17,1,0,0,1,1.64,0.18,HIGH,13.4,3.0
18,3,0,1,1,3.42,0.08,HIGH,16.3,8.9
18,0,0,1,1,7.12,0.37,HIGH,16.1,22.3
20,3,0,1,0,1.19,0.32,LOW,5.0,1.2
4,1,0,0,0,4.57,0.24,LOW,2.0,8.3
17,2,0,1,1,1.17,0.59,HIGH,18.9,5.4
9,6,1,1,1,4.03,0.71,HIGH,22.8,12.1
21,1,0,1,0,1.45,0.17,LOW,0.4,2.9
20,1,0,1,0,1.1,0.34,LOW,4.6,3.0
5,1,0,1,0,1.93,0.27,LOW,4.2,3.6
0,4,0,1,0,2.41,0.02,LOW,3.4,2.4
4,3,0,1,0,2.57,0.45,LOW,5.0,3.8
8,3,0,1,1,5.34,0.12,HIGH,13.3,14.8
11,5,1,1,0,0.91,0.21,LOW,4.9,1.4
13,3,0,0,0,1.11,0.11,LOW,5.0,0.5
1,5,1,1,0,1.92,0.08,LOW,6.1,4.0
16,4,0,1,1,7.04,0.18,HIGH,16.9,16.4
13,2,0,1,0,5.21,0.13,LOW,5.7,3.8
12,5,1,1,0,5.98,0.43,LOW,3.8,11.2
8,1,0,1,1,3.28,0.15,HIGH,14.6,4.6
14,2,0,1,1,2.1,0.22,HIGH,12.5,6.4
21,6,1,0,0,0.78,0.05,LOW,5.0,1.5
14,4,0,1,1,4.16,0.02,HIGH,14.8,12.2
23,3,0,1,0,4.81,0.58,LOW,7.1,7.1
10,5,1,1,1,7.23,0.21,HIGH,17.9,16.4
15,1,0,1,1,7.12,0.33,HIGH,18.9,19.8
16,0,0,0,1,3.69,0.34,HIGH,12.0,10.5
3,6,1,1,0,3.68,0.29,LOW,3.4,4.7
0,0,0,1,0,1.71,0.54,MEDIUM,5.4,2.9
7,2,0,0,1,2.43,0.05,HIGH,9.2,5.9
16,3,0,0,1,7.44,0.77,HIGH,15.9,15.6
2,0,0,1,0,1.56,0.24,LOW,6.5,1.4
19,2,0,1,1,7.77,0.09,MEDIUM,11.8,19.7
14,4,0,1,1,4.29,0.36,HIGH,16.4,10.8
14,2,0,1,1,3.92,0.39,MEDIUM,14.6,9.5
23,6,1,0,0,1.81,0.44,LOW,3.9,3.2
21,2,0,1,0,5.46,0.35,LOW,4.2,10.3
13,6,1,1,0,3.95,0.19,LOW,6.6,5.9
22,2,0,1,0,3.28,0.23,LOW,7.8,3.9
13,1,0,1,0,2.48,0.24,LOW,5.9,3.8
23,2,0,1,0,1.0,0.53,LOW,6.4,2.1
1,5,1,0,0,4.39,0.11,LOW,3.9,4.7
12,2,0,1,0,2.85,0.59,LOW,8.0,3.7
13,1,0,1,0,5.81,0.12,LOW,5.3,9.1
23,1,0,0,0,5.93,0.46,LOW,7.0,9.4
18,4,0,1,1,2.99,0.59,HIGH,20.5,10.5
6,6,1,0,0,5.52,0.01,LOW,1.7,6.2
2,3,0,1,0,2.44,0.5,LOW,5.6,3.7
14,0,0,1,1,5.95,0.05,HIGH,16.8,15.0
22,0,0,1,0,0.62,0.45,LOW,4.8,1.4
13,2,0,0,0,1.64,0.12,LOW,8.2,2.2
10,4,0,1,1,2.34,0.42,HIGH,18.8,6.4
